0:	5.448093816085E-06
1:	9.629588930693E-06
2:	1.336358400295E-05
3:	1.752377283992E-05
4:	2.206573299190E-05
5:	2.602766289783E-05
6:	2.975774805236E-05
7:	3.312660919619E-05
8:	3.610578278312E-05
9:	3.941571048927E-05
10:	4.236490713083E-05
11:	4.567591895466E-05
12:	4.929429269396E-05
13:	5.188644354348E-05
14:	5.390178557718E-05
15:	5.637814683723E-05
16:	5.916850204812E-05
17:	6.232412124518E-05
18:	6.526929064421E-05
19:	6.773867789889E-05
20:	6.991644477239E-05
21:	7.242461288115E-05
22:	7.563106919406E-05
23:	7.926703256089E-05
24:	8.247035293607E-05
25:	8.507056190865E-05
26:	8.728302782401E-05
27:	8.973431977211E-05
28:	9.271227463614E-05
29:	9.590833360562E-05
30:	9.888159547700E-05
31:	1.014306544675E-04
32:	1.037587499013E-04
33:	1.062430674210E-04
34:	1.090244404622E-04
35:	1.119567459682E-04
36:	1.147423245129E-04
37:	1.172485062853E-04
38:	1.195767108584E-04
39:	1.220036137966E-04
40:	1.246395695489E-04
41:	1.273899397347E-04
42:	1.300349977100E-04
43:	1.324711920461E-04
44:	1.348492223769E-04
45:	1.374216226395E-04
46:	1.400968176313E-04
47:	1.428429095540E-04
48:	1.455395249650E-04
49:	1.481300860178E-04
50:	1.506545086158E-04
51:	1.532148744445E-04
52:	1.558586372994E-04
53:	1.585532299941E-04
54:	1.612022897461E-04
55:	1.637749519432E-04
56:	1.662979630055E-04
57:	1.688444172032E-04
58:	1.714459940558E-04
59:	1.740824227454E-04
60:	1.766901259543E-04
61:	1.792457333067E-04
62:	1.817618758650E-04
63:	1.842950005084E-04
64:	1.868673280114E-04
65:	1.894642919069E-04
66:	1.920413778862E-04
67:	1.945832482306E-04
68:	1.971006713575E-04
69:	1.996333885472E-04
70:	2.021923428401E-04
71:	2.047711313935E-04
72:	2.073864015983E-04
73:	2.099793491652E-04
74:	2.125589526258E-04
75:	2.151476364816E-04
76:	2.177616115659E-04
77:	2.203940093750E-04
78:	2.230162208434E-04
79:	2.256219595438E-04
80:	2.282214991283E-04
81:	2.308278199052E-04
82:	2.334490709472E-04
83:	2.360838843742E-04
84:	2.387140120845E-04
85:	2.413363545202E-04
86:	2.439517411403E-04
87:	2.465709403623E-04
88:	2.492026833352E-04
89:	2.518440596759E-04
90:	2.544819726609E-04
91:	2.571127552073E-04
92:	2.597424900159E-04
93:	2.623755135573E-04
94:	2.650160458870E-04
95:	2.676619915292E-04
96:	2.703097125050E-04
97:	2.729526022449E-04
98:	2.755914465524E-04
99:	2.782365772873E-04
100:	2.808957360685E-04
101:	2.835644700099E-04
102:	2.862341061700E-04
103:	2.889030729420E-04
104:	2.915741351899E-04
105:	2.942491555586E-04
106:	2.969300549012E-04
107:	2.996152616106E-04
108:	3.023041645065E-04
109:	3.049928345717E-04
110:	3.076854045503E-04
111:	3.103818162344E-04
112:	3.130864643026E-04
113:	3.157941100653E-04
114:	3.185079840478E-04
115:	3.212202864233E-04
116:	3.239383804612E-04
117:	3.266592684668E-04
118:	3.293862100691E-04
119:	3.321189724375E-04
120:	3.348575264681E-04
121:	3.375958767720E-04
122:	3.403399605304E-04
123:	3.430862270761E-04
124:	3.458400315139E-04
125:	3.485973284114E-04
126:	3.513615811244E-04
127:	3.541270270944E-04
128:	3.568973043002E-04
129:	3.596697060857E-04
130:	3.624522651080E-04
131:	3.652380255517E-04
132:	3.680296358652E-04
133:	3.708254662342E-04
134:	3.736262733582E-04
135:	3.764302819036E-04
136:	3.792399365921E-04
137:	3.820517158601E-04
138:	3.848696942441E-04
139:	3.876890696120E-04
140:	3.905139747076E-04
141:	3.933417028747E-04
142:	3.961756883655E-04
143:	3.990135446656E-04
144:	4.018559120595E-04
145:	4.047005495522E-04
146:	4.075488250237E-04
147:	4.104011168238E-04
148:	4.132589674555E-04
149:	4.161203105468E-04
150:	4.189852916170E-04
151:	4.218534159008E-04
152:	4.247274191584E-04
153:	4.276035469957E-04
154:	4.304858157411E-04
155:	4.333705583122E-04
156:	4.362608306110E-04
157:	4.391556722112E-04
158:	4.420553450473E-04
159:	4.449589177966E-04
160:	4.478684568312E-04
161:	4.507833800744E-04
162:	4.537035711110E-04
163:	4.566271672957E-04
164:	4.595567588694E-04
165:	4.624892899301E-04
166:	4.654277872760E-04
167:	4.683703300543E-04
168:	4.713192756753E-04
169:	4.742718592752E-04
170:	4.772306419909E-04
171:	4.801938775927E-04
172:	4.831627011299E-04
173:	4.861359775532E-04
174:	4.891138523817E-04
175:	4.920961800963E-04
176:	4.950841539539E-04
177:	4.980769590475E-04
178:	5.010752938688E-04
179:	5.040778196417E-04
180:	5.070852348581E-04
181:	5.100975977257E-04
182:	5.131156649441E-04
183:	5.161381559446E-04
184:	5.191651871428E-04
185:	5.221969331615E-04
186:	5.252337432466E-04
187:	5.282752681524E-04
188:	5.313217989169E-04
189:	5.343718803488E-04
190:	5.374283646233E-04
191:	5.404888070188E-04
192:	5.435549537651E-04
193:	5.466254660860E-04
194:	5.497006350197E-04
195:	5.527805769816E-04
196:	5.558649427257E-04
197:	5.589536158368E-04
198:	5.620465381071E-04
199:	5.651439423673E-04
200:	5.682463524863E-04
201:	5.713535938412E-04
202:	5.744655500166E-04
203:	5.775816971436E-04
204:	5.807027919218E-04
205:	5.838277284056E-04
206:	5.869577289559E-04
207:	5.900922114961E-04
208:	5.932311178185E-04
209:	5.963745061308E-04
210:	5.995222018100E-04
211:	6.026745541021E-04
212:	6.058320868760E-04
213:	6.089943344705E-04
214:	6.121612386778E-04
215:	6.153326248750E-04
216:	6.185096572153E-04
217:	6.216909387149E-04
218:	6.248780409805E-04
219:	6.280698580667E-04
220:	6.312671466731E-04
221:	6.344697903842E-04
222:	6.376782548614E-04
223:	6.408923072740E-04
224:	6.441118312068E-04
225:	6.473362445831E-04
226:	6.505657220259E-04
227:	6.537996814586E-04
228:	6.570381810889E-04
229:	6.602819194086E-04
230:	6.635301397182E-04
231:	6.667831330560E-04
232:	6.700407830067E-04
233:	6.733026821166E-04
234:	6.765692960471E-04
235:	6.798397516832E-04
236:	6.831148057245E-04
237:	6.863937014714E-04
238:	6.896772538312E-04
239:	6.929653463885E-04
240:	6.962579791434E-04
241:	6.995545700192E-04
242:	7.028536638245E-04
243:	7.061572396196E-04
244:	7.094634347595E-04
245:	7.127726566978E-04
246:	7.160852546804E-04
247:	7.194008794613E-04
248:	7.227191235870E-04
249:	7.260407437570E-04
250:	7.293653325178E-04
251:	7.326938793994E-04
252:	7.360246381722E-04
253:	7.393595296890E-04
254:	7.426971569657E-04
255:	7.460371125489E-04
256:	7.493805605918E-04
257:	7.527266279794E-04
258:	7.560753147118E-04
259:	7.594264461659E-04
260:	7.627799641341E-04
261:	7.661358104087E-04
262:	7.694942178205E-04
263:	7.728551863693E-04
264:	7.762182503939E-04
265:	7.795834098943E-04
266:	7.829507812858E-04
267:	7.863205391914E-04
268:	7.896913448349E-04
269:	7.930641295388E-04
270:	7.964390679263E-04
271:	7.998157525435E-04
272:	8.031944162212E-04
273:	8.065748261288E-04
274:	8.099569240585E-04
275:	8.133405935951E-04
276:	8.167246705852E-04
277:	8.201109012589E-04
278:	8.234981796704E-04
279:	8.268863311969E-04
280:	8.302757050842E-04
281:	8.336662431248E-04
282:	8.370580617338E-04
283:	8.404505206272E-04
284:	8.438446675427E-04
285:	8.472395129502E-04
286:	8.506349986419E-04
287:	8.540310664102E-04
288:	8.574277744628E-04
289:	8.608246571384E-04
290:	8.642225293443E-04
291:	8.676206343807E-04
292:	8.710188558325E-04
293:	8.744181832299E-04
294:	8.778168703429E-04
295:	8.812163141556E-04
296:	8.846159325913E-04
297:	8.880156092346E-04
298:	8.914156351238E-04
299:	8.948154863901E-04
300:	8.982153958641E-04
301:	9.016145486385E-04
302:	9.050138760358E-04
303:	9.084123303182E-04
304:	9.118110174313E-04
305:	9.152090060525E-04
306:	9.186065290123E-04
307:	9.220042265952E-04
308:	9.254006436095E-04
309:	9.287962457165E-04
310:	9.321916149929E-04
311:	9.355858783238E-04
312:	9.389794431627E-04
313:	9.423712035641E-04
314:	9.457629639655E-04
315:	9.491532109678E-04
316:	9.525421191938E-04
317:	9.559307363816E-04
318:	9.593170252629E-04
319:	9.627030813135E-04
320:	9.660872165114E-04
321:	9.694702457637E-04
322:	9.728517034091E-04
323:	9.762314730324E-04
324:	9.796099038795E-04
325:	9.829864138737E-04
326:	9.863612940535E-04
327:	9.897340787575E-04
328:	9.931051172316E-04
329:	9.964741766453E-04
330:	9.998412569985E-04
331:	1.003206591122E-03
332:	1.006569713354E-03
333:	1.009930856526E-03
334:	1.013289205730E-03
335:	1.016645808704E-03
336:	1.019999501295E-03
337:	1.023351098411E-03
338:	1.026700250804E-03
339:	1.030046492815E-03
340:	1.033390173689E-03
341:	1.036731060594E-03
342:	1.040068920702E-03
343:	1.043404568918E-03
344:	1.046736608259E-03
345:	1.050066435710E-03
346:	1.053392887115E-03
347:	1.056716078892E-03
348:	1.060036593117E-03
349:	1.063352916390E-03
350:	1.066667377017E-03
351:	1.069976948202E-03
352:	1.073284191079E-03
353:	1.076587359421E-03
354:	1.079886802472E-03
355:	1.083182636648E-03
356:	1.086474978365E-03
357:	1.089763711207E-03
358:	1.093048485927E-03
359:	1.096329418942E-03
360:	1.099606044590E-03
361:	1.102878595702E-03
